text,score,title
*I'm pro-life but will kill my own grandkids*,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Texans are just stupid,I’m sorry. Can’t drive,don’t have common sense or common decency. Tough Texans but are afraid of rain and cold weather,go figure.",1,Texas Gun Law UNLEASHES Wave of Shootings
Should we be surprised? It was these same right-wingers who were ready to sacrifice grandma so that they didn't have to put up with any restrictions.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
killing an innocent person should never be excused they should be prosecuted for involuntary murder. WTF,0,Texas Gun Law UNLEASHES Wave of Shootings
This woman is a lunatic and is full of hate she needs to repent and accept jesus,1,Tucker's Insane Defense For Mass Shooters
"Flat out, bat shit crazy. Get the straight jacket on this nutjob asap!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Early 1970's, an outdoor country music festival near Austin resulted in 8 teenage girls raped and 6 people shot dead (probably boys trying to protect their girls).  You couldn't get me to move to TX, particularly if I was child-rearing age, .... for $5,000/day.",0,Texas Gun Law UNLEASHES Wave of Shootings
"Criminals carry guns, regardless of what the law is… Shootings are up everywhere not just in Texas. Correlation does not equal causation retards",0,Texas Gun Law UNLEASHES Wave of Shootings
I was right. They don't care about anybody. Grandma won't being getting any visits soon from the grandkids.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You're right but you left out one thing the racist white people are preparing for a race war.their scared of yhe black man for the way they treated the black man in the past so their scared of retribution.,0,Texas Gun Law UNLEASHES Wave of Shootings
"Typical left..they don’t want to hear an opposing view, and if they do.. they’re responsible for everything that’s wrong with the world!",0,Tucker's Insane Defense For Mass Shooters
"Pathetic cowards living in fear , , gun owners  , , backward uneducated evangelical indoctrinated morons  , , or REPUBLICANS  , , MAKING AMERIKKKA GREAT AGAIN",1,Texas Gun Law UNLEASHES Wave of Shootings
Carlson is Bullshit in a Bowtie.,1,Tucker's Insane Defense For Mass Shooters
Stupid is as Stupid does!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Welcome to America, where being a complete idiot and a lunatic doesn't bar you from serving in public office and passing laws that effect other people.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
After what you just said you crazy b**** they should take away your guns today,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Only a stupid mother f*cker would think having more guns in society would make people safer. That's like giving everyone meth, to convince people to stop using it. Republicans are stupid.",1,Texas Gun Law UNLEASHES Wave of Shootings
"And, of course this is what happens, but who cares. We gotta have our guns.. America, we are idiots.",1,Texas Gun Law UNLEASHES Wave of Shootings
"Look how good they protect people in Chicago, Detroit, Philly, Cali, Boston, the ones with strict gun laws, those places are paradise lmao",0,Texas Gun Law UNLEASHES Wave of Shootings
Look ma i kill a 9 year old,1,Texas Gun Law UNLEASHES Wave of Shootings
She's watched Stephen King's The Mist too many times.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
These people are DANGEROUS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! and STUPID!!!!!!!!!!!!!!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Debbie: I'll kill the kids to protect the kids,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Until a citizen can buy tanks and jet fighters , owning a gun to fight against a tyrannical government is pointless 🤷🏾‍♂️",0,Texas Gun Law UNLEASHES Wave of Shootings
this is what happens when you allow stupid to run wild with no restrictions. that guy should be tried for murder and be sentenced to life,1,Texas Gun Law UNLEASHES Wave of Shootings
GOP: Yea but all the shootings happened in the Democrat parts of Texas.,0,Texas Gun Law UNLEASHES Wave of Shootings
TYT turned off their comments for the Elon Musk Twitter video. Bunch of pussies 😂,1,Texas Gun Law UNLEASHES Wave of Shootings
Another POS DEMONCRAT IDIOT.  Learn to protect your self.,1,Tucker's Insane Defense For Mass Shooters
"She's a walking Red Flag. If my mom or my mil said that shit, BYEBYE! DONE! STAY THE F**K AWAY FROM MY KIDS, DERANGED GRANDMA!!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"More guns, more deaths? Good, fewer Americans.",0,Texas Gun Law UNLEASHES Wave of Shootings
Oh look another false video clip from The Young turds I had independently fact check this video and found it to contain nothing but bullshit,1,Tucker's Insane Defense For Mass Shooters
A generation of brainwashed ucking fidiots!!  These are our leaders and some people not only voted for her believes that same sick things.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Let them kill each other..,1,Texas Gun Law UNLEASHES Wave of Shootings
Shes such an IDIOT but I think she might have meant she would shoot them as in shooting the criminal,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
America IS being considered by  Other countries as LUNATICS..! No culture...Not much of history...No respect for anyone...including in.their own family ....silly people !,1,Texas Gun Law UNLEASHES Wave of Shootings
What the hell 🤬 is wrong with this witch 🧙‍♀️,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I remeber when coservatives thought the purge would be in Illinois because suspects in non violent crimes dont have to pay bail and get to continue living life while waiting for their court date.  Meanwhile they do shit like this and they're cool woth it.,0,Texas Gun Law UNLEASHES Wave of Shootings
"Christians man, ducking Looney's. That lady doesn't want to stop mentally ill people from owning guns. How else can she shoot her grandchildren because she loves them so much.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Too pretty to be smart. Sad.. 1 threat to her ass and she will be calling someone with a gun..,1,Tucker's Insane Defense For Mass Shooters
"The right wingers will shot and hurt eachother. If they want kill eachother with their weapons of mass destruction. The sad thing about it once they shot and harm eachother. Also,  they want have any medical insurance.",0,Texas Gun Law UNLEASHES Wave of Shootings
Stupidest lady and worst politician ever.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Someone should take an AR15 into FAUX News and do something about it. Just make sure Hannity, Ingraham and Carlson are there.",0,Tucker's Insane Defense For Mass Shooters
Wow shoot her grandchildren she might eat them to she crazy,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Just because you idiots can’t figure out what she was talking about doesn’t mean normal people can’t. You fucks just want all guns banned. Just admit once. Stop trying to bullshit everyone.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Where do they find these idiots to run our States. There's got to be someone better!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
they call themselves Christian too. The fucks dont even understand their saviors teachings,1,Texas Gun Law UNLEASHES Wave of Shootings
"Guns don’t kill people, idiots.  Guns save 600,000 to 3 million people in the U.S. every year.  You people are ignorant.",1,Texas Gun Law UNLEASHES Wave of Shootings
"Same idiots don't even know that they have air guns now that kill elk.  And the government has frequency guns ,to take your guns ! Lol",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Dumb b… but white peoples kill their own for power and money..,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Well, everyone has a Freudian slip now and then. Still, looking forward to having my head blown clean off by a  law abiding citizen with an arsenal of artillery who had a bad day.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Why don’t you lying piece of sht report that 85% gun deaths in this country have nothing to do with the guns 65% suicide 3% accident 5% police involved shooting 12% socioeconomic gang violence,1,Texas Gun Law UNLEASHES Wave of Shootings
Look at Chicago. Most dangerous.. No guns!!!!,0,Tucker's Insane Defense For Mass Shooters
But Hillary's emails,0,Tucker's Insane Defense For Mass Shooters
I think she MAY have meant she would rather her grandchildren be dead than fall into the wrong hands. Maybe??,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The party of pro life huh? They'll kill their own family to protect guns 🤦 idiot,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"I just got done debating a gun Carrier, I listed facts and example after example, he completely ingored everything, he was like talking to a neanderthal, the thing I learned from right wing they are ingnorent, stupid,live in fear, racist, and would rather save a buck then save a life.",1,Texas Gun Law UNLEASHES Wave of Shootings
Two idiot fathers in road rage shot at each other and both hit their  DAUGHTERS!!!  We’d no both fathers in prison now! ?,1,Texas Gun Law UNLEASHES Wave of Shootings
terroist jake  wont talk about run down shit hole   chicago and  new york crime is  highest not red state its a fact,1,Texas Gun Law UNLEASHES Wave of Shootings
Shoot someone to keep them safe seriously!!! . Are you out of your dam mine woman,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
With corporate rules it feels we are rapidly heading toward a cyberpunk style dystopian future where the corpos are the government instead of just owning/bribing politicians.,0,Texas Gun Law UNLEASHES Wave of Shootings
"So, an innocent 9 year old was shot and killed, and the Texas judicial system basically said: “no harm, no foul”.",0,Texas Gun Law UNLEASHES Wave of Shootings
Tucker spits truth....people hate truth. Period.,0,Tucker's Insane Defense For Mass Shooters
"Guns are unfortunately needed this days, bc of the democrates 😢. Ppl have to be able to protect them self against the criminals the democrates dosent wanna lovk up",0,Texas Gun Law UNLEASHES Wave of Shootings
Is she stupid or krazy,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Tucker states facts, you just don't like the way he states facts.",0,Tucker's Insane Defense For Mass Shooters
The b!tch brags about shooting her grandchildren and then blames everyone else for reporting what she says?  Sounds like a Republican to me.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"I think there are respectable gun owners who just gun for fun with friends and hunting. Still that pyschology makes no sense because you don't spend $50,000 on wine to not drink it. In other words you don't spend money to buy a gun to not use it. Ban republicans.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
If cenk is so worried about Americans... when is he going to protest clubs and hammers? Fbi statistics show  more people are clubbed to death than are killed with rifes. Tyt virtue signaling for the ccp,0,Texas Gun Law UNLEASHES Wave of Shootings
This is literally what racists have been screaming about for years! Black on black crime? How bout Texans on Texans crime!?! F**kin inbreds! 😂😂😂,1,Texas Gun Law UNLEASHES Wave of Shootings
another death caused by the 13%,0,Texas Gun Law UNLEASHES Wave of Shootings
"I don't know, sounds like this was taken out of context. Who did she mean by them....maybe she meant the violent criminal.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
You couldn't pay me enough money to get me to enter Texas.,0,Texas Gun Law UNLEASHES Wave of Shootings
Is there something in the water of Az.?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Tucker is TRASH!!!!,1,Tucker's Insane Defense For Mass Shooters
"We don't have problems like that here in Montana.  And yes, it's because everybody is armed.   my queer, trans, cross dressing roommates are more heavily armed than I am and they both won't hesitate to smoke check anybody that gets homophobic with them.  406, bitches.",1,Texas Gun Law UNLEASHES Wave of Shootings
"I don´t know about you, but I would pay good money to see Rep. Debbie Lesko vs Paula Deen in a UFC style cage match",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
It was clear to me that she meant she would shoot the people who were going to harm her grandchildren.    Anyone else?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Dammit...not this witch again. Shiiiiiyit.,1,Tucker's Insane Defense For Mass Shooters
In Texas you do not have to pass a criminal background check to purchase a firearm legally. Wild. Texas guns are being found in adjacent southern states which also have the highest gun death rates in the nation.,0,Texas Gun Law UNLEASHES Wave of Shootings
"Yeah, I'd rape women to protect their virginity.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
How Sick was that stupid man killing this sweet baby girl,1,Texas Gun Law UNLEASHES Wave of Shootings
"Jessica - I believe in a higher power, and I wear it on my hip!  Hell, yeah brother!  God Bless America!  Money IS God.  OMG Cenk totally nailed it.",0,Texas Gun Law UNLEASHES Wave of Shootings
The young turds,0,Tucker's Insane Defense For Mass Shooters
Texas is out of control. Mindless cowboys carry guns. CTexas and Georgia are my two top destinations that I would never go to for any reason.,0,Texas Gun Law UNLEASHES Wave of Shootings
Just when I thought they couldn't get more stupid.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Yes the trumpists are batshit crazy. No doubt. But do you really think more gun laws  will work any better than banning abortion (1870) Booze (1919) or Cannabis (1937)?. Criminals don't obey laws. that's what makes them criminals,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Yes I thought that yes people keep shooting people so they started law's in town's u couldn't Cary your gun. Wow stupid 🤪🤪🤪,1,Texas Gun Law UNLEASHES Wave of Shootings
"It’s sad to watch, but it’s like a car wreck you can’t turn away, as they go from legit proponents of a true progressive energy to the political version of that vegan teacher.",0,Tucker's Insane Defense For Mass Shooters
Why you kill your own family?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Not unless a school shooting happens at a private school where Republicans' kids get shot I'd rather that not happen but I do wonder if that will get them to wake them up,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I don't think we are asking you to kill your own grandchildren to protect gun rights. Gun rights are fine it's the assault rifles that they worry about getting into the wrong hands. Don't put a gun in her hand. And watch out grandchildren grandma gone crazy!,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This Kunt belongs in prison. Or stupidville insane asylum.,1,Tucker's Insane Defense For Mass Shooters
Lock her psycho butt up.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Debbie Lesko is a trigger happy psycho Grandma .What is Right Wing Granny so psycho about  ,is that she does not know where the safety  is on her Clock .Or the fact she sounded like a psychopath while spewing  bullshit on the floor .",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This woman is a deranged mental case 😆,1,Tucker's Insane Defense For Mass Shooters
Mental Health is no joke.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I drink an amazing amount & I'm still more cognizant of your studio gangster bullshit.....,1,Texas Gun Law UNLEASHES Wave of Shootings
"Ms Lesko, *When* did your grandchildren *consent* to being shot by YOU,  In violation of their human, legal, & constitutional freedom to continue living???",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
GLAD she's not My grandma,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
If you shoot them better make sure they're mother doesn't have unwanted pregnancies which could make you shoot more people. You are pro-life but would shoot your own grandchildren. You are a disgrace to humanity. Disgusting. No conscience.. no character. Shameless,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Please tell me that there are still good Republicans left? Can we please clean out the tea party nuts and Trumpists over the next eight years and get the Republican Party back to its true roots?,0,Texas Gun Law UNLEASHES Wave of Shootings
"That woman is a crazy dumbass, but the title of the video is misleading. She  says she'd shoot her grandchildren to protect her grandchildren, not to protect gun rights. I understand the confusion though, what she said makes zero sense to a sane person.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Abortion has killed more people in this country than guns and all the people that abortion killed were 100% innocent,0,Tucker's Insane Defense For Mass Shooters
All the rhetoric i have seen is coming from the left,0,Tucker's Insane Defense For Mass Shooters
"DEATH IS BIG MONEY,,,&,,, GOOD FOR POLITICIANS ‼️‼️‼️‼️ TO TALK CRAP🤮🤮🤮🤢🤢🤢😠😠😠",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Texans shooting Texans.  Okay fine, I’ll care as much as I’m obliged to.  But like…",0,Texas Gun Law UNLEASHES Wave of Shootings
"This is how the corporate communist, on one hand give idiots a platform to propagate stupidity, so in the end they'll have a good case to overthrow the government for our own good.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Perhaps she meant she would double tap if they turned in a zombie apocalypse. That is the only rational explanation.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
what a speech.  100 percent agree,0,Texas Gun Law UNLEASHES Wave of Shootings
That woman is crazy as hell 😅 wait she is a republican,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"F em. Play stupid games, win stupid prizes. Just not the innocents Ok? Please Jebus? Why you get off on the pain and suffering of us is just wrong...",1,Texas Gun Law UNLEASHES Wave of Shootings
You do the same. What's the difference.,0,Tucker's Insane Defense For Mass Shooters
So have things really gone backwards since the Wild West days? That's a depressing thought.,0,Texas Gun Law UNLEASHES Wave of Shootings
Republicans are not sending their best... We're gonna build a big beautiful wall to keep them out🙂 it's gonna be yuge,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She must really hate her grandchildren or all children.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
They carry guns everywhere because they're cowards. I own guns but I don't feel the need to have out in public settings. This is disastrous.,0,Texas Gun Law UNLEASHES Wave of Shootings
"The amount of fuckardary shown from the fucktards in the GOP never ceases to amuse me , but scare me at the same time because these be dangerous fucktards that believe alot of the bullshit they're spewing",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
so if someone has anxiety you dont think they should own guns cool such bullshit,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is America. She’s very violent,0,Texas Gun Law UNLEASHES Wave of Shootings
Republicans don’t give a shit,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
.....do you here yourself you hypocrite.....,1,Tucker's Insane Defense For Mass Shooters
More pro-lifers murdering innocent people for their god. Trumptarded scum need to be removed from the planet.,1,Texas Gun Law UNLEASHES Wave of Shootings
If the perp goes away you shouldn't be allowed to shoot since your life is no longer in danger. Stupid republican laws,1,Texas Gun Law UNLEASHES Wave of Shootings
The Arizona heat makes her stupid...😀,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
These people who love their guns are usually right winged idiots who think black people gay & lesbian are going to take their rights away to be racist assholes.,1,Texas Gun Law UNLEASHES Wave of Shootings
"If she was my grandma, I'd never want to go spend time with her ever again! She said this ON THE FLOOR OF CONGRESS!! It went into the Congressional record!!! Plus, she ADMITS she is crazy by saying red flags would affect her! 🤪",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
how the hell do these idiots get elected SMFH,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
They're very religious as well. Just ask them.,0,Texas Gun Law UNLEASHES Wave of Shootings
TRUMP 24 🇺🇸👈,0,Tucker's Insane Defense For Mass Shooters
idiot john stupid f    wont tell u every demcorat state  violent  is up  they let violent people back on the st dont ever vote for the scum evil demcorat,1,Texas Gun Law UNLEASHES Wave of Shootings
You are a fool,1,Tucker's Insane Defense For Mass Shooters
That Beeyatch is stupid!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
1 of 3 states that you'll hear this shit from... 1. Florida  2. Texas 3. Arizona  And mind you I stay in crazy ass arizona..Arizona... Dear God living in those fluffy clouds Deliver me away from this bullshittery  I'll give you a WHOLE pack of oreo cookies!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Your a lunatic....,1,Tucker's Insane Defense For Mass Shooters
"Soooo, she’s gonna shoot her grandchildren to protect their lives?    Yep! That’s sounds perfectly in line with republican logic today.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is why Texas has the same amount of murders (and growing) as California despite having 10 million less people and  40% more landmass.,0,Texas Gun Law UNLEASHES Wave of Shootings
"They must be as dumb and stupid as she is, she knows her grandchildren better than we do🤢👶, Nana please don't shoot me,.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Texas is overpopulated with idiots!,1,Texas Gun Law UNLEASHES Wave of Shootings
it's true ! ppl here in my country think of Americans as totally retarded complexed psychos who will blow up anytime they get two screw loose over little shit and start murdering kids,1,Texas Gun Law UNLEASHES Wave of Shootings
Elon Musk owns Twitter because Elon Musk is a stupid man and everyone on Twitter is also stupid.,1,Texas Gun Law UNLEASHES Wave of Shootings
This woman is a lunatic,1,Tucker's Insane Defense For Mass Shooters
Yaaawwwwn........... Chicago anybody?,0,Texas Gun Law UNLEASHES Wave of Shootings
"Or she is another stupid republican in name only ('RINO'), AND DOESN'T EVEN KNOW HOW THAT SOUNDED.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
https://youtu.be/z3NxmG7yYQ0  you guys are fools,1,Texas Gun Law UNLEASHES Wave of Shootings
We need that in NY.  The people up here are garbage humans.,1,Texas Gun Law UNLEASHES Wave of Shootings
"Hey grandma, I heard it's okay not to hate black people...bang, bang...Not in this house, Sonny.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Staying away from texas,0,Texas Gun Law UNLEASHES Wave of Shootings
"I'm reminded of the movie Danger, Death Ray!, where the titular death ray was built for _peaceful purposes._  These gun laws in Texas are equally absent of logic.",0,Texas Gun Law UNLEASHES Wave of Shootings
To the right that girl getting killed was alright. Becuase it was a good guy with a gun. And shot only good guy bullets.,0,Texas Gun Law UNLEASHES Wave of Shootings
"Democrats are so desperate  , they blame Fox ??  What.. Trump not available to blame anymore.. LAME ASS FAKE NEWS",1,Tucker's Insane Defense For Mass Shooters
Maybe she meant with the magical medic gun in Team Fortress 2?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"2A A$$holes are nothing less than trigger happy, reactionary fucks just looking for an excuse to execute another human being for ANY PETTY INFRACTION OR INSULT.",1,Texas Gun Law UNLEASHES Wave of Shootings
"Her English is so crappy, she actually meant she would shoot the zealots, I think 🤔 These people are dumb!",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
america is becoming a shithole . .,1,Texas Gun Law UNLEASHES Wave of Shootings
"At this point I am very confused as to why you are expecting the right wingers, who have obtained retarded levels of stupid, to act with common sense or any type of compassion for other people that aren't part of their minority.",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
So she thinks Tucker Carlson is responsible for mass shootings and people are suppose to take her seriously?,0,Tucker's Insane Defense For Mass Shooters
What's that rash around your neck from lady..looks like a leash burn and that slaped cheek detail...are you being abused,0,Tucker's Insane Defense For Mass Shooters
What the feak,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Ana is a moron, she did not say that.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
This is making me so sick!! I am so disappointed!!!  Where did my Country go???,0,Texas Gun Law UNLEASHES Wave of Shootings
She knows her dumb crazy ass couldn’t get a gun under red flag laws,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
They have been adding that shit about the second amendment being to protect the right to kill tyrannical bureaucrats. Its not the purpose of the second. Its just a right wing circle-jerk fantasy.,1,Texas Gun Law UNLEASHES Wave of Shootings
"She would take the lives of her grandchildren, to save their lives...     *WHAT?!?!*",0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
If my 9 year old was killed I would track that a hole down and kill him slowly.,1,Texas Gun Law UNLEASHES Wave of Shootings
Fucker Carlson has never been loved.,1,Tucker's Insane Defense For Mass Shooters
More liberal snowflake commie opinions what planet is this crazy woman from,0,Tucker's Insane Defense For Mass Shooters
So glad she’s not my grandmother 👵🏻 🔫,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I would never go to grandma house again I promise,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Crazy Lady:  Democrat bills want to take away my right... MY RIGHT... to protect my family...   Oh cool... are you a well-regulated militia?  🤣,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The Republican experiments in total stupidity. America one giant shooting gallery down at Satan's circus 🎪 step right up to the counter with credit card this banana clip assault rifle is you killer.👹,1,Texas Gun Law UNLEASHES Wave of Shootings
What a sick person!,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"I guess that nine year old deserved it; she should have stood her ground and shot him first.    Calm down, it's satire.",0,Texas Gun Law UNLEASHES Wave of Shootings
What the freaking hell !!!!!!!!!!!!!!!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I think she meant to say that as a last resort she would shoot them ( the person or persons ) who were harming her grandchildren.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
They ban and or burn books but guns are given freely  What could go wrong?,0,Texas Gun Law UNLEASHES Wave of Shootings
Lady u need to just hush.....at least Tucker knows Trump is the man to run this country....that's all u need to know.,0,Tucker's Insane Defense For Mass Shooters
And these assholes claim to be pro life!,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
One case?? Really tyt?? Even after a jury found it's within the law?  Dumbass,1,Texas Gun Law UNLEASHES Wave of Shootings
Maybe grandma is getting tired of being a free babysitter.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Dear God I hope Beto annihilates Abbott! Come on Texas don’t be stupid! Vote blue in 22,1,Texas Gun Law UNLEASHES Wave of Shootings
You keep assuming that they actually READ and UNDERSTAND the bills they oppose.  You don't have to be qualified to get that job.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
The only way to stop a bad grandma with a gun is a good grandchild with a gun.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Welcome back to the 1890's frontier in TX. Americans are soooooo ignorant.,0,Texas Gun Law UNLEASHES Wave of Shootings
"That is just nuts, plain and simply nuts. Hope her children keep their children from this crazy woman. The sad part is that idiots like her crave power.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Who could have seen this shit coming? Well done Texas.,1,Texas Gun Law UNLEASHES Wave of Shootings
"Texas - 1Wild wild West was more civilized, than today where every hothead crazy road rage or robber settles a dispute in murder and mayhem.",0,Texas Gun Law UNLEASHES Wave of Shootings
"Killing unarmed fleeing men was legal before this. FL allows killing a fleeing unarmed man if they took something from your car. If you miss and kill a 9-year-old, well that's America.",0,Texas Gun Law UNLEASHES Wave of Shootings
Awesome Texas.....I hope lots of use of you new toys resulting in large numbers or people no LONGER able to vote RED from 6 feet under............YA HOO!!!!!!!!!!!!!!!!!!!,0,Texas Gun Law UNLEASHES Wave of Shootings
"Lol, I can't take anyone seriously if they voted for Joe Biden. The YT are the useful idiots history warned us about!",1,Tucker's Insane Defense For Mass Shooters
MIXING STUPID WITH GUNS IS DEADLY,1,Texas Gun Law UNLEASHES Wave of Shootings
Guns are for pussies.,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Lol you didn't explain once how Tucker supports mass shootings. You literally just insulted him. Luckily leftists love vitriol.,0,Tucker's Insane Defense For Mass Shooters
Debbie Lesko: gaslighting girlboss.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I'm glad that you Marxist idiots are scared🤣🤣🤣🤣🤣,1,Texas Gun Law UNLEASHES Wave of Shootings
"Yet another politician whose stupidity is only surpassed by those who vote for her and will belive ANYTHING that sounds pro gun. Meanwhile, I wonder if her son or daughter could be reached for comment?",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
She rightly senses that she has serious mental health issues...as she truly does...and is afraid they'll take away her guns.,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
I would chew off my right hand to keep my fat tail from grabbing cookies..smh,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
What the hell is WRONG with that insane woman????,1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
"Ana is really dumb. Look up newton's first law, a body will always be on rest until an external force interferes. Mental issue is the problem not guns. You need reeducation",1,Tucker's Insane Defense For Mass Shooters
"Seriously, who are these idiots that think the US government is going take away everybody's guns?  When has that even remotely happened?  And, I'm sorry, you're not allowed to buy your own nuclear weapon.  I'm even more sorry, you're allowed to vote.",1,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
There should be an IQ test and an emotional intelligence test before you are allowed to carry a gun. Too many idiots are having guns. That makes things dangerous when an idiot has a weapon they will do anything because they are an idiot.,1,Texas Gun Law UNLEASHES Wave of Shootings
So where's Pelosi?  She couldn't get this weak gun legislation passed in the House?,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Deb is a dangerous loon,0,Republican: I Would Shoot My Own Grandchildren To Protect Gun Rights
Ana talking about hateful rhetoric and stirring up lunatics...lol!,0,Tucker's Insane Defense For Mass Shooters
Criminals have the time advantage; they can pull it off well berfore 'good' gun people know what is going down. Only idiots think more guns will reduce a gun proliferation problem.,0,Texas Gun Law UNLEASHES Wave of Shootings
